5.570995,-0.006447,0.067371
5.110204,-0.014362,0.064449
6.835930,0.035268,0.084513
6.126785,-0.037298,0.067960
6.792059,-0.028244,0.074698
5.300724,-0.039526,0.064111
6.722466,-0.028484,0.077455
4.407243,0.016442,0.069119
4.220407,-0.109492,0.050793
7.584053,-0.146666,0.103364
6.120615,0.116590,0.073392
6.946796,-0.021238,0.075698
4.326653,-0.022554,0.051906
5.286189,-0.013608,0.056749
6.691379,0.037429,0.082928
5.558149,-0.042354,0.058640
4.605405,0.020465,0.059214
4.802392,-0.052909,0.057929
3.990027,-0.112418,0.041572
5.891859,-0.043809,0.055565
3.822526,0.077499,0.045777
4.975227,0.070316,0.054855
5.540183,0.016033,0.060423
5.651198,-0.061377,0.051579
6.916553,0.094717,0.080292
4.093071,-0.053249,0.049133
5.621995,0.005217,0.059898
7.439100,-0.120919,0.073143
7.233813,0.104546,0.081871
5.214363,-0.021551,0.057384
4.632070,-0.081412,0.058901
5.326997,0.067172,0.074354
5.818480,0.097085,0.060162
4.943532,0.086350,0.048919
4.809496,-0.002349,0.064212
7.357423,-0.161646,0.072668
5.327981,-0.085407,0.058656
6.472462,-0.060983,0.073011
4.512620,-0.047595,0.053581
6.889588,-0.090682,0.071585
5.143461,-0.072639,0.064018
4.222676,-0.065716,0.049029
5.050136,-0.023767,0.052060
6.276535,-0.061130,0.073209
4.449190,0.026844,0.063433
6.066573,-0.073326,0.062911
4.616492,0.115404,0.046442
5.465976,0.024010,0.064282
5.852384,-0.105277,0.062075
6.415175,-0.102687,0.061926
4.358641,-0.133967,0.051251
4.828251,-0.064953,0.053719
4.994777,0.059126,0.062931
6.958972,-0.029997,0.067633
5.542527,-0.020021,0.064496
6.655221,0.040578,0.074227
5.345426,-0.081533,0.086684
4.993152,0.014005,0.071758
7.580295,-0.004007,0.070245
5.959773,0.027349,0.061835
6.225179,0.009226,0.079536
4.988288,0.049037,0.060692
4.287735,-0.044890,0.050367
5.244384,-0.046851,0.063761
4.339393,-0.083696,0.059953
6.413776,0.130123,0.074414
6.530499,-0.040532,0.086321
5.687018,-0.057273,0.065669
5.195265,0.017301,0.071736
5.622046,0.057506,0.075867
4.465404,-0.080178,0.055756
3.980998,-0.026097,0.048245
4.788406,0.008136,0.064337
5.247737,-0.048617,0.075467
5.250502,0.037633,0.053970
6.189831,-0.028399,0.065691
5.041288,-0.018498,0.060830
6.327576,0.067702,0.073145
5.272323,0.136684,0.117733
5.710161,0.019495,0.066411
4.541831,-0.054239,0.036965
4.678298,-0.004827,0.055057
4.280393,0.006346,0.053521
5.125460,-0.010311,0.059443
6.514869,0.095357,0.072833
4.585755,-0.039308,0.070003
3.983404,-0.018471,0.046134
5.925316,0.083713,0.061888
6.387447,-0.047423,0.070939
5.788217,0.004615,0.071991
5.944004,0.035393,0.086234
5.579061,-0.047353,0.065622
4.546056,-0.075574,0.054990
6.273928,0.072614,0.080009
5.784679,0.001329,0.056712
4.960818,-0.028159,0.057901
5.488876,0.015692,0.073526
5.376168,0.014895,0.065579
