1.586300,-0.525081,0.746802
1.704110,-0.854934,0.771253
1.608878,-0.352399,0.668076
2.077784,-0.772512,0.580320
1.327199,-0.719895,0.499306
1.496591,-0.612253,0.730646
1.916864,-0.940341,0.709631
1.640082,-0.409382,0.592415
2.164140,-0.660202,0.701200
1.571141,-1.004727,0.876170
1.741603,-0.529431,0.779335
1.594652,-1.066348,0.912539
1.519357,-0.526173,0.620352
1.345975,-0.768027,0.781105
1.718768,-0.730974,0.768159
1.650191,-0.786440,0.653588
1.453316,-0.693222,0.689499
1.501635,-0.751444,1.062433
2.076241,-0.859527,0.614905
2.218484,-0.545537,0.541553
2.499420,-0.893027,0.557977
1.713551,-0.637144,0.634012
1.752422,-0.859539,0.733928
1.357764,-1.186635,0.834752
1.231983,-0.616287,0.860086
2.061235,-0.428257,0.563423
1.445096,-0.699684,0.725265
2.133190,-0.603872,0.644038
1.872746,-0.621024,0.658709
1.770924,-0.242197,0.810379
1.297444,-0.117154,0.836884
1.321922,-0.161107,0.847429
1.331702,0.442169,0.876749
1.369247,-0.242285,0.568971
1.456514,-1.469035,0.751306
1.934207,-0.649809,0.790071
2.063638,-0.636838,0.670477
1.733824,-0.352669,0.672203
1.287446,-0.039797,0.745926
1.459145,-1.128787,0.827098
1.805228,-0.885387,0.673386
1.743300,-0.564358,0.532599
1.516356,-0.830763,0.608053
1.681375,-0.325962,0.948334
1.434174,-0.335358,0.756102
1.159015,-0.713305,0.713116
1.138458,-1.099978,1.460534
2.441835,-0.385188,0.573310
2.044641,-0.962458,0.572611
1.621752,-0.872969,0.663266
1.489866,-0.827414,0.769280
1.927129,-0.344216,0.763080
2.023415,-0.368164,0.747813
2.098665,-0.522060,0.819564
1.934723,-0.531091,0.620558
1.841167,-0.902135,0.557289
1.658435,-0.959015,0.646126
1.688987,-1.048389,0.886525
1.655507,-0.425203,0.734074
2.227019,-0.308537,0.652259
1.359702,-1.059476,0.884200
2.449791,-1.062050,0.571091
2.264724,-0.995660,0.641300
1.547366,-0.754378,0.759506
2.255547,-0.616913,0.605372
1.655551,-0.051826,0.727495
1.903894,-0.810142,0.716730
1.316888,0.027262,0.848498
1.741660,-0.884587,0.662703
1.482690,-0.650776,0.618197
1.642314,-0.847264,0.608195
0.962016,-0.806754,0.991070
1.379433,-0.941030,0.840380
2.393288,-0.731631,0.606952
1.936746,-0.790211,0.645852
1.811496,-0.905111,0.960693
2.097849,-0.580795,0.662405
1.495658,-0.824733,0.735864
1.963770,-1.118046,0.745315
1.927851,-0.644784,0.558709
1.838910,-0.987569,0.542494
1.734075,-0.336880,0.612594
2.274429,-0.540197,0.567879
1.666952,-0.760181,0.945265
2.132733,-0.808159,0.621354
2.410771,-0.614980,0.664671
2.029905,-0.794421,0.585568
2.140347,-0.887849,0.617649
1.737450,-0.623293,0.480520
1.314783,-0.818261,0.900378
1.670316,-1.072858,1.026262
1.738610,-0.697034,0.683533
2.226283,-0.583447,0.670984
1.999224,-0.592188,0.623372
1.894332,-0.393304,0.505337
1.546645,-0.719080,0.793660
1.911716,-0.650617,0.658709
1.501087,-0.724743,0.670987
1.244844,-0.624903,0.784062
1.527486,-1.019149,0.724540
1.654617,-0.232130,0.507236
1.319774,0.084704,0.992993
1.672798,-0.989592,0.788062
1.873228,-0.684716,0.646316
1.420972,-0.375364,0.656307
1.172647,-0.608926,0.729620
1.373834,-0.516398,0.789665
1.575647,-0.452774,0.589298
1.499572,-0.711651,0.685046
1.642250,-0.922781,0.567987
2.451220,-0.834863,0.595329
1.279100,-0.888200,1.173309
1.772255,-0.481494,0.429245
1.229100,-0.406362,0.388325
1.144300,-0.293363,0.841000
1.544975,-0.031555,0.595414
2.199870,-0.666610,0.679530
1.549173,-0.824648,0.619724
1.784548,-0.641418,0.579369
2.021109,-0.631312,0.503549
1.995348,-0.605977,0.535266
1.153175,-0.940921,1.006825
1.166159,-0.183084,0.654349
1.747073,-0.882334,0.823999
1.649743,-0.503459,0.390578
1.778242,-0.655694,0.580773
2.031849,-0.797125,0.840411
1.977718,-0.598672,0.603458
1.447618,-0.521814,0.416551
1.568974,-0.552798,0.687982
1.694509,-0.795375,0.633243
1.653600,-0.606230,0.730857
1.989130,-1.051935,0.718126
1.716648,-1.064314,1.030355
1.176791,-0.816086,0.914199
1.727404,-0.929570,0.773615
1.695686,-0.809187,0.613672
1.926995,-0.587543,0.542803
1.397342,-0.855471,0.707848
1.935830,-0.665678,0.653826
1.966099,-0.830788,0.808015
1.826059,-0.350243,0.358569
1.487592,-0.708192,1.261141
1.604189,-0.309035,0.838683
1.578772,-0.827294,0.676114
1.886539,-0.502236,0.654855
3.175049,-1.376581,0.656447
1.458790,-0.604540,0.813916
1.577020,-0.442771,0.723077
1.848144,-0.223892,0.497298
1.345032,-0.650941,1.441146
1.980984,-0.774476,0.703135
