3.279297,-1.334595,6.311208
2.974226,-1.168490,2.404481
2.576462,0.731550,2.732311
2.847291,-1.625215,6.931458
2.495945,-0.681359,2.342814
2.254411,-0.482917,5.122494
2.228395,-0.621462,1.868131
3.200328,0.492382,1.790695
2.557480,-1.210204,1.605833
3.252956,-1.858243,5.231153
2.834079,-1.100098,2.681885
3.099919,-1.107585,3.923735
1.933047,-0.702794,1.738425
2.298376,-1.416484,1.946491
1.832659,-2.312635,2.759995
4.001254,-1.672040,2.719761
3.003353,-1.101658,2.164209
2.284021,-1.127416,2.284995
2.797202,-1.949017,2.397895
2.832080,-0.307978,2.888913
2.599551,-1.278197,2.897995
1.916181,-0.663912,1.578959
2.195058,-0.700675,1.581547
1.983863,0.840270,2.931421
2.472662,-0.976710,1.837907
2.578945,1.589500,4.943735
3.032144,2.182605,3.014242
2.272203,-0.236445,1.888533
3.229893,1.071920,2.151084
3.081657,-2.290751,3.031567
2.501498,-0.594815,5.892562
2.661670,-0.908346,2.004233
1.485540,0.388656,1.771607
2.570820,-0.777077,2.468712
2.670739,-1.616382,2.141832
3.420697,-1.749330,3.029166
2.452744,-0.299183,2.750430
2.986160,-1.206326,2.141504
2.724316,-2.890677,1.916874
2.480471,-3.573509,3.730799
3.093384,-1.045904,2.909065
2.122385,3.987755,4.329194
2.698348,-2.221906,3.391205
1.993689,-0.437163,2.485064
3.235217,-1.295130,6.299765
2.901030,2.448645,2.154904
3.476697,-2.895669,8.058358
4.236351,-4.702708,7.989602
2.462526,-1.279061,2.353211
4.216920,-1.776462,4.181214
2.759034,-1.714853,2.737561
2.684697,0.873653,4.837985
3.909473,-1.035644,3.845150
2.506061,-0.094681,1.841502
2.671847,-0.619250,2.448715
2.441271,2.562953,2.022049
2.150404,-1.673856,4.113829
3.500361,-2.942912,8.305968
2.688259,-0.863382,2.232074
2.356550,-1.361746,2.403626
2.487306,-1.028278,2.494876
2.931937,-0.599915,2.519575
2.716392,-1.193415,2.901632
3.027256,-1.026948,3.451419
3.767433,-3.946439,4.665017
2.918340,1.509985,2.832510
2.918075,-0.019180,2.022353
2.403300,-2.063885,5.223448
2.416043,-1.270850,2.372536
2.873614,0.221938,2.775840
2.546984,-1.613548,2.456422
2.963237,-1.324647,6.714852
3.527106,-5.568020,5.381482
2.042230,-1.189810,3.105620
2.884915,-1.697930,3.090157
2.658067,-0.353081,2.044941
3.525651,-1.570107,3.486188
2.877521,0.649687,2.606319
2.835823,-1.454468,3.752628
3.156681,-0.978826,1.962722
3.100942,-1.150016,3.207731
3.874225,-1.649029,7.150157
3.086595,-1.910078,3.153030
2.920393,-0.654108,8.086275
2.698176,-0.715494,2.314041
2.409561,0.295533,6.451982
2.501817,-1.009915,3.091446
2.945240,-1.012442,2.219520
3.613123,-0.587374,3.066799
3.386121,-1.377669,5.734400
3.452271,0.129613,1.457179
3.646158,-1.071362,2.986409
2.540790,-0.292527,1.972594
3.265183,-1.620291,2.759023
2.329992,-1.789775,4.625350
4.079699,-1.816524,5.466500
2.495060,-1.378411,1.807691
2.162783,-0.367414,1.904978
2.082407,-0.412094,4.261936
2.819244,-1.131577,3.015457
2.737752,-2.006506,3.471074
3.038389,-1.278222,2.733534
3.142226,-1.183161,2.373751
3.184401,-2.322621,3.597883
4.185194,-2.550593,9.428267
2.313022,-1.182515,1.791490
3.591691,0.864329,1.830145
2.042877,-0.633073,5.156147
3.309481,-1.297958,3.418807
1.717300,-0.233435,2.200673
2.819941,-3.271593,3.752780
3.026558,-1.074230,2.342023
3.118975,-0.935012,1.706921
3.901787,-1.472531,3.975407
3.988356,-0.819277,3.281377
2.958515,-0.734559,2.834034
2.792759,-3.375591,3.949383
3.249644,-1.829918,8.409359
2.665046,-0.552904,3.157187
2.409257,-1.245616,2.998238
2.737429,-1.391561,2.421517
3.625597,-1.868983,2.900322
2.399607,-0.620692,2.535294
3.083108,-2.107530,5.679186
3.296830,-0.743712,2.848474
2.977947,-0.971910,2.507104
2.910498,-2.456403,3.514686
2.690415,-1.426866,2.411138
